name;abbr;state;year;fips;vmt;fatalityrate;sb_useage;speed65;speed70;drinkage21;ba08;income;age;primary;secondary;l_income
Alaska;AK;1;1983;2;3358;0.044669446;NA;0;0;1;0;17973;28.23496628;0;0;9.796625911
Alaska;AK;1;1984;2;3589;0.037336305;NA;0;0;1;0;18093;28.3435421;0;0;9.803280402
Alaska;AK;1;1985;2;3840;0.033072915;NA;0;0;1;0;18925;28.37281609;0;0;9.848239078
Alaska;AK;1;1986;2;4008;0.025199601;NA;0;0;1;0;18466;28.39665222;0;0;9.823686482
Alaska;AK;1;1987;2;3900;0.01948718;NA;0;0;1;0;18021;28.45325089;0;0;9.799293024
Alaska;AK;1;1988;2;3841;0.02525384;NA;0;0;1;0;18447;28.85141945;0;0;9.822657035
Alaska;AK;1;1989;2;3887;0.021610497;NA;0;0;1;0;19970;29.14895439;0;0;9.901986426
Alaska;AK;1;1990;2;3979;0.024629304;0.449999988;0;0;1;0;21073;29.58628464;0;0;9.955747879
Alaska;AK;1;1991;2;4021;0.025118129;0.660000026;0;0;1;0;21496;29.82771111;0;1;9.97562215
Alaska;AK;1;1992;2;3841;0.028117677;0.660000026;1;0;1;0;22073;30.21069717;0;1;10.00211042
Alaska;AK;1;1993;2;3918;0.030117407;0.689999998;1;0;1;0;22711;30.46438599;0;1;10.03060467
Alaska;AK;1;1994;2;4150;0.020481927;0.689999998;1;0;1;0;23417;30.75657082;0;1;10.06121753
Alaska;AK;1;1995;2;4123;0.02110114;0.689999998;1;0;1;0;23971;31.1785965;0;1;10.08460005
Alaska;AK;1;1996;2;4115;0.019684082;0.689999998;1;0;1;0;24310;31.44535446;0;1;10.09864307
Alaska;AK;1;1997;2;4387;0.017551858;0.689999998;1;0;1;0;24969;31.60147476;0;1;10.12539033
Alabama;AL;2;1983;1;31032;0.029969065;NA;0;0;0;0;9505;34.20064545;0;0;9.159573255
Alabama;AL;2;1984;1;32961;0.028275842;0.129999995;0;0;0;0;10417;34.42163086;0;0;9.251194366
Alabama;AL;2;1985;1;35091;0.025134649;0.170000002;0;0;1;0;11133;34.60256958;0;0;9.31766895
Alabama;AL;2;1986;1;34003;0.031791311;0.289999992;0;0;1;0;11736;34.76067352;0;0;9.37041632
Alabama;AL;2;1987;1;37426;0.029685246;0.209999993;1;0;1;0;12394;34.95565796;0;0;9.424967764
Alabama;AL;2;1988;1;39684;0.025803851;0.289999992;1;0;1;0;13288;35.13695526;0;0;9.494616651
Alabama;AL;2;1989;1;40765;0.025242243;0.379999995;1;0;1;0;14266;35.32785797;0;0;9.565634363
Alabama;AL;2;1990;1;42347;0.026471769;0.439999998;1;0;1;0;15213;35.6229248;0;0;9.629905604
Alabama;AL;2;1991;1;42924;0.025999442;0.469999999;1;0;1;0;15895;35.68873596;0;0;9.673759873
Alabama;AL;2;1992;1;45762;0.02252961;0.579999983;1;0;1;0;16817;35.83261871;0;1;9.730145559
Alabama;AL;2;1993;1;47337;0.022054629;0.550000012;1;0;1;0;17398;35.94825363;0;1;9.764110536
Alabama;AL;2;1994;1;48956;0.022121906;0.550000012;1;0;1;0;18163;36.0920105;0;1;9.807141837
Alabama;AL;2;1995;1;50628;0.022003634;0.519999981;1;1;1;1;19041;36.2057457;0;1;9.854349828
Alabama;AL;2;1996;1;51433;0.022281414;0.540000022;1;1;1;1;19838;36.38513184;0;1;9.895354569
Alabama;AL;2;1997;1;53458;0.022297878;0.519999981;1;1;1;1;20672;36.50072098;0;1;9.936535407
Arkansas;AR;3;1983;5;16684;0.033385281;NA;0;0;1;0;9267;35.42213821;0;0;9.134214982
Arkansas;AR;3;1984;5;16621;0.031586547;NA;0;0;1;0;10263;35.56396484;0;0;9.236300474
Arkansas;AR;3;1985;5;17112;0.031206172;NA;0;0;1;0;10919;35.6919136;0;0;9.29825967
Arkansas;AR;3;1986;5;17555;0.034349188;0.197999999;0;0;1;0;11409;35.86726761;0;0;9.342157797
Arkansas;AR;3;1987;5;18306;0.034906589;NA;1;0;1;0;11842;36.00813293;0;0;9.379407813
Arkansas;AR;3;1988;5;19219;0.031739425;0.300999999;1;0;1;0;12637;36.14386749;0;0;9.444384298
Arkansas;AR;3;1989;5;20414;0.031693935;NA;1;0;1;0;13353;36.29208374;0;0;9.499496358
Arkansas;AR;3;1990;5;21011;0.028746847;0.340000004;1;0;1;0;14025;36.42568207;0;0;9.54859673
Arkansas;AR;3;1991;5;21934;0.027719522;0.519999981;1;0;1;0;14766;36.46631622;0;1;9.60008252
Arkansas;AR;3;1992;5;23081;0.0254755;0.550000012;1;0;1;0;15807;36.50569916;0;1;9.668208159
Arkansas;AR;3;1993;5;23995;0.024296729;0.550000012;1;0;1;0;16380;36.59257507;0;1;9.703816357
Arkansas;AR;3;1994;5;24948;0.024410775;0.509999991;1;0;1;0;17090;36.62239075;0;1;9.746248776
Arkansas;AR;3;1995;5;26653;0.023674633;0.509999991;1;0;1;0;17934;36.62849045;0;1;9.794453632
Arkansas;AR;3;1996;5;27840;0.022090517;0.479999989;1;0;1;0;18808;36.66523743;0;1;9.84203759
Arkansas;AR;3;1997;5;28144;0.023450824;0.479999989;1;0;1;0;19595;36.81757736;0;1;9.883029711
Arizona;AZ;4;1983;4;19611;0.034419458;NA;0;0;0;0;11277;34.11421967;0;0;9.330520532
Arizona;AZ;4;1984;4;20613;0.042157862;NA;0;0;1;0;12375;34.24707031;0;0;9.423433587
Arizona;AZ;4;1985;4;21580;0.041380908;NA;0;0;1;0;13280;34.33135986;0;0;9.494014423
Arizona;AZ;4;1986;4;22665;0.044429738;NA;0;0;1;0;13980;34.4753418;0;0;9.545383016
Arizona;AZ;4;1987;4;31729;0.029594377;NA;1;0;1;0;14631;34.54302597;0;0;9.590897844
Arizona;AZ;4;1988;4;34247;0.027564459;NA;1;0;1;0;15246;34.65613174;0;0;9.632072453
Arizona;AZ;4;1989;4;34816;0.025247013;NA;1;0;1;0;15919;34.70410919;0;0;9.675268643
Arizona;AZ;4;1990;4;35456;0.024509251;0.550000012;1;0;1;0;16608;34.88562393;0;0;9.717639786
Arizona;AZ;4;1991;4;34929;0.023361677;0.649999976;1;0;1;0;16971;35.0049057;0;1;9.739261284
Arizona;AZ;4;1992;4;35047;0.023083288;0.730000019;1;0;1;0;17583;35.19246674;0;1;9.774687805
Arizona;AZ;4;1993;4;39150;0.020459769;0.730000019;1;0;1;0;18270;35.28326035;0;1;9.813015649
Arizona;AZ;4;1994;4;38774;0.023314592;0.600000024;1;0;1;0;19127;35.49593353;0;1;9.858856228
Arizona;AZ;4;1995;4;39653;0.026101429;0.600000024;1;1;1;0;20078;35.4948616;0;1;9.907379967
Arizona;AZ;4;1996;4;42123;0.023597559;0.560000002;1;1;1;0;21071;35.55243301;0;1;9.955652967
Arizona;AZ;4;1997;4;43491;0.021866594;0.629999995;1;1;1;0;21998;35.70043564;0;1;9.998706819
California;CA;5;1983;6;182652;0.025036681;NA;0;0;1;0;14258;33.73745728;0;0;9.565073432
California;CA;5;1984;6;196537;0.025542265;NA;0;0;1;0;15593;33.78442764;0;0;9.654577375
California;CA;5;1985;6;207600;0.023892101;0.257999986;0;0;1;0;16523;33.80182648;0;0;9.712508629
California;CA;5;1986;6;214913;0.024442449;0.454300016;0;0;1;0;17255;33.81114197;0;1;9.755857236
California;CA;5;1987;6;226301;0.02432159;0.480999976;1;0;1;0;18175;33.82216263;0;1;9.807802302
California;CA;5;1988;6;241575;0.02232019;0.50849998;1;0;1;0;19263;33.8038063;0;1;9.865941436
California;CA;5;1989;6;251482;0.021520427;0.532999992;1;0;1;0;20226;33.75920868;0;1;9.914724184
California;CA;5;1990;6;258926;0.020052061;0.57099998;1;0;1;1;21363;33.83672333;0;1;9.969415733
California;CA;5;1991;6;257976;0.018172232;0.593499959;1;0;1;1;21491;33.79849243;0;1;9.975389522
California;CA;5;1992;6;262548;0.015966604;0.666000009;1;0;1;1;22191;33.89958191;0;1;10.00744208
California;CA;5;1993;6;266408;0.015630161;0.813000023;1;0;1;1;22430;33.98205948;0;1;10.01815463
California;CA;5;1994;6;271943;0.015562085;0.826999962;1;0;1;1;22953;34.05400467;0;1;10.04120393
California;CA;5;1995;6;276371;0.015168017;0.816999972;1;1;1;1;23983;34.17737198;0;1;10.08510053
California;CA;5;1996;6;278043;0.014346702;0.845000029;1;1;1;1;25142;34.2943306;0;1;10.13229503
California;CA;5;1997;6;285612;0.012912623;0.851999998;1;1;1;1;26314;34.48209;0;1;10.1778564
Colorado;CO;6;1983;8;24109;0.026794974;NA;0;0;0;0;13460;32.60922623;0;0;9.507477603
Colorado;CO;6;1984;8;24588;0.024727508;NA;0;0;0;0;14597;32.79043961;0;0;9.588571307
Colorado;CO;6;1985;8;26146;0.022144878;NA;0;0;0;0;15224;32.94545746;0;0;9.630628409
Colorado;CO;6;1986;8;26382;0.022856493;NA;0;0;0;0;15571;33.11536407;0;0;9.653165489
Colorado;CO;6;1987;8;26968;0.021914862;NA;1;0;1;0;16147;33.29123688;0;1;9.689489553
Colorado;CO;6;1988;8;27665;0.017964937;NA;1;0;1;0;16985;33.52191925;0;1;9.740085881
Colorado;CO;6;1989;8;27577;0.019110128;NA;1;0;1;0;18110;33.77364349;0;1;9.804219551
Colorado;CO;6;1990;8;27178;0.02001619;0.5;1;0;1;0;19290;34.01882935;0;1;9.867342106
Colorado;CO;6;1991;8;27744;0.0195718;0.509999991;1;0;1;0;20099;34.17677307;0;1;9.908425342
Colorado;CO;6;1992;8;28927;0.018045425;0.5;1;0;1;0;21005;34.34635162;0;1;9.952515784
Colorado;CO;6;1993;8;32718;0.017085396;0.529999971;1;0;1;0;22117;34.55241013;0;1;10.00410182
Colorado;CO;6;1994;8;33705;0.017386144;0.540000022;1;0;1;0;23019;34.7841568;0;1;10.04407524
Colorado;CO;6;1995;8;35058;0.018398084;0.560000002;1;0;1;0;24304;34.98941803;0;1;10.09839622
Colorado;CO;6;1996;8;36141;0.017072024;0.560000002;1;0;1;0;25627;35.19138718;0;1;10.15140176
Colorado;CO;6;1997;8;37746;0.016240131;0.589999974;1;0;1;0;27015;35.31958771;0;1;10.20414755
Connecticut;CT;7;1983;9;20630;0.021231217;NA;0;0;0;0;15620;36.03425217;0;0;9.656307423
Connecticut;CT;7;1984;9;21076;0.0222528;NA;0;0;0;0;17360;36.1912384;0;0;9.761923988
Connecticut;CT;7;1985;9;22152;0.020223908;NA;0;0;1;0;18531;36.30097961;0;0;9.827200284
Connecticut;CT;7;1986;9;24053;0.018916559;NA;0;0;1;0;19815;36.35538483;1;0;9.894194506
Connecticut;CT;7;1987;9;26775;0.016769374;NA;0;0;1;0;21588;36.45134735;1;0;9.979892884
Connecticut;CT;7;1988;9;26062;0.018571099;NA;0;0;1;0;23699;36.50170517;1;0;10.07318813
Connecticut;CT;7;1989;9;26183;0.015506244;NA;0;0;1;0;25407;36.57437897;1;0;10.14278001
Connecticut;CT;7;1990;9;26303;0.014637114;0.589999974;0;0;1;0;26453;36.77009583;1;0;10.18312485
Connecticut;CT;7;1991;9;26628;0.011641881;0.610000014;1;0;1;0;26721;36.82064056;1;0;10.19320505
Connecticut;CT;7;1992;9;26459;0.011187119;0.709999979;0;0;1;0;28345;36.97710037;1;0;10.25220593
Connecticut;CT;7;1993;9;27001;0.012666198;0.709999979;0;0;1;0;29232;37.06562042;1;0;10.28301928
Connecticut;CT;7;1994;9;27138;0.011423097;0.720000029;0;0;1;0;30310;37.16059113;1;0;10.31923297
Connecticut;CT;7;1995;9;28045;0.011303263;0.720000029;0;0;1;0;32073;37.27995682;1;0;10.37576983
Connecticut;CT;7;1996;9;28135;0.011018304;0.620000005;0;0;1;0;33979;37.42756653;1;0;10.43349797
Connecticut;CT;7;1997;9;28552;0.011873074;0.639999986;0;0;1;0;35863;37.54727936;1;0;10.4874614
District of Columbia;DC;8;1983;11;3099;0.021297192;NA;0;0;0;0;15267;35.72385406;0;0;9.633448915
District of Columbia;DC;8;1984;11;3214;0.019912882;NA;0;0;0;0;16620;35.83572769;0;0;9.718362068
District of Columbia;DC;8;1985;11;3223;0.018616196;NA;0;0;0;0;17531;35.88742828;0;0;9.771726021
District of Columbia;DC;8;1986;11;3287;0.013386066;NA;0;0;1;0;18335;35.89140701;0;1;9.816567081
District of Columbia;DC;8;1987;11;3368;0.015736342;NA;1;0;1;0;19566;35.97663879;0;1;9.881548645
District of Columbia;DC;8;1988;11;3405;0.017914832;NA;1;0;1;0;21782;36.04153824;0;1;9.98883922
District of Columbia;DC;8;1989;11;3414;0.02108963;NA;1;0;1;0;23438;36.11649704;0;1;10.06211392
District of Columbia;DC;8;1990;11;3407;0.014088641;0.49000001;1;0;1;0;25646;36.91365433;0;1;10.15214289
District of Columbia;DC;8;1991;11;3430;0.018367346;0.49000001;1;0;1;0;27028;36.86104965;0;1;10.20462864
District of Columbia;DC;8;1992;11;3562;0.014037058;0.589999974;1;0;1;0;28597;37.04135132;0;1;10.2610571
District of Columbia;DC;8;1993;11;3485;0.016355811;0.620000005;1;0;1;0;29912;37.23085785;0;1;10.30601502
District of Columbia;DC;8;1994;11;3448;0.0200116;0.620000005;1;0;1;0;31212;37.42154312;0;1;10.34855792
District of Columbia;DC;8;1995;11;3465;0.016738817;0.629999995;1;0;1;0;32398;37.65044785;0;1;10.38585197
District of Columbia;DC;8;1996;11;3316;0.018697226;0.579999983;1;0;1;0;34213;38.06774902;0;1;10.44036097
District of Columbia;DC;8;1997;11;3326;0.018039687;0.660000026;1;0;1;0;35704;38.37567139;0;1;10.48301801
Delaware;DE;9;1983;10;4886;0.022513304;NA;0;0;1;0;13159;34.22154617;0;0;9.484861214
Delaware;DE;9;1984;10;5138;0.025301674;NA;0;0;1;0;14291;34.42246628;0;0;9.567385247
Delaware;DE;9;1985;10;5365;0.019384902;NA;0;0;1;0;15451;34.56594086;0;0;9.645429005
Delaware;DE;9;1986;10;5762;0.023602916;NA;0;0;1;0;16257;34.70903015;0;0;9.696278864
Delaware;DE;9;1987;10;6086;0.023989484;NA;1;0;1;0;17423;34.9120903;0;0;9.765546451
Delaware;DE;9;1988;10;6404;0.024984384;NA;1;0;1;0;18878;35.06134796;0;0;9.845752502
Delaware;DE;9;1989;10;6446;0.017995656;NA;1;0;1;0;20563;35.17412949;0;0;9.931248623
Delaware;DE;9;1990;10;6548;0.021075137;0.449999988;1;0;1;0;21590;35.42388916;0;0;9.979985524
Delaware;DE;9;1991;10;6721;0.015176313;0.540000022;1;0;1;0;22241;35.49124908;0;0;10.00969271
Delaware;DE;9;1992;10;6892;0.020313406;0.699999988;1;0;1;0;23004;35.65156174;0;1;10.04342339
Delaware;DE;9;1993;10;6895;0.015953589;0.629999995;1;0;1;0;23542;35.84437561;0;1;10.06654134
Delaware;DE;9;1994;10;7025;0.01594306;0.589999974;1;0;1;0;24465;35.96849823;0;1;10.1049988
Delaware;DE;9;1995;10;7515;0.016101131;0.629999995;1;0;1;0;25603;36.24026871;0;1;10.15046481
Delaware;DE;9;1996;10;7666;0.01513175;0.620000005;1;0;1;0;27125;36.46009445;0;1;10.20821109
Delaware;DE;9;1997;10;8007;0.017859373;0.589999974;1;0;1;0;28493;36.59891891;0;1;10.25741372
Florida;FL;10;1983;12;81776;0.032845821;NA;0;0;0;0;12469;38.51541901;0;0;9.431000843
Florida;FL;10;1984;12;85475;0.032921907;NA;0;0;0;0;13476;38.63661194;0;0;9.508665605
Florida;FL;10;1985;12;88056;0.032161351;0.22299999;0;0;1;0;14367;38.70985794;0;0;9.572689189
Florida;FL;10;1986;12;87273;0.032438442;0.344500005;0;0;1;0;15102;38.73518372;0;0;9.622582464
Florida;FL;10;1987;12;93819;0.030260395;0.551500022;1;0;1;0;16001;38.80276108;0;1;9.680406499
Florida;FL;10;1988;12;105319;0.029225497;0.470999986;1;0;1;0;17092;38.82339859;0;1;9.746365797
Florida;FL;10;1989;12;108877;0.027407074;0.550000012;1;0;1;0;18405;38.87442398;0;1;9.820377646
Florida;FL;10;1990;12;109997;0.026282536;0.529999971;1;0;1;0;19127;38.69661331;0;1;9.858856228
Florida;FL;10;1991;12;113483;0.021703692;0.529500008;1;0;1;0;19451;38.76631165;0;1;9.875653762
Florida;FL;10;1992;12;114311;0.021231553;0.557999969;1;0;1;0;19910;38.83504486;0;1;9.898977397
Florida;FL;10;1993;12;120467;0.021881511;0.615999997;1;0;1;0;21080;38.86478043;0;1;9.956080003
Florida;FL;10;1994;12;121989;0.022026576;0.601999998;1;0;1;1;21761;38.92696762;0;1;9.987874656
Florida;FL;10;1995;12;127801;0.021948185;0.589999974;1;1;1;1;22676;38.99817276;0;1;10.02906238
Florida;FL;10;1996;12;130004;0.021176271;0.627000034;1;1;1;1;23834;39.10276794;0;1;10.07886841
Florida;FL;10;1997;12;134007;0.020782497;0.600000024;1;1;1;1;24799;39.16958237;0;1;10.11855861
Georgia;GA;11;1983;13;48837;0.026537256;NA;0;0;0;0;10742;32.93328476;0;0;9.28191657
Georgia;GA;11;1984;13;50486;0.027928535;NA;0;0;0;0;12028;33.10338593;0;0;9.394992544
Georgia;GA;11;1985;13;53713;0.025338372;NA;0;0;0;0;12928;33.20223618;0;0;9.467150781
Georgia;GA;11;1986;13;56833;0.02692098;NA;0;0;1;0;13768;33.30276871;0;0;9.530102338
Georgia;GA;11;1987;13;60293;0.026520493;0.197999999;0;0;1;0;14562;33.43366241;0;0;9.586170675
Georgia;GA;11;1988;13;62262;0.026565161;0.277999997;1;0;1;0;15591;33.50747299;0;1;9.654449104
Georgia;GA;11;1989;13;75705;0.021557361;0.387999982;1;0;1;0;16466;33.58586502;0;1;9.709052928
Georgia;GA;11;1990;13;72746;0.021471972;0.416999996;1;0;1;0;17385;33.8595314;0;1;9.763363044
Georgia;GA;11;1991;13;73005;0.019026093;0.45599997;1;0;1;0;17930;33.96189117;0;1;9.794230567
Georgia;GA;11;1992;13;77904;0.016879749;0.460999996;1;0;1;0;18888;34.09487534;0;1;9.846282079
Georgia;GA;11;1993;13;78426;0.017774718;0.572000027;1;0;1;0;19668;34.17944336;0;1;9.886748229
Georgia;GA;11;1994;13;82822;0.017205574;0.529000044;1;0;1;0;20632;34.30394745;0;1;9.934598548
Georgia;GA;11;1995;13;85384;0.017427152;0.507000029;1;1;1;0;21696;34.41507721;0;1;9.984883191
Georgia;GA;11;1996;13;89132;0.017647984;0.611000001;1;1;1;0;22900;34.52568436;0;1;10.03889219
Georgia;GA;11;1997;13;93317;0.016899386;0.680000007;1;1;1;1;23882;34.63507843;0;1;10.08088032
Hawaii;HI;12;1983;15;5873;0.024008174;NA;0;0;0;0;13028;32.71693039;0;0;9.474856166
Hawaii;HI;12;1984;15;6505;0.02121445;NA;0;0;0;0;13740;32.93846512;0;0;9.528066566
Hawaii;HI;12;1985;15;6762;0.018633541;0.330000013;0;0;0;0;14494;33.16085815;0;0;9.58149005
Hawaii;HI;12;1986;15;6971;0.017214174;0.726000011;0;0;1;0;15325;33.48085785;1;0;9.637240761
Hawaii;HI;12;1987;15;7218;0.019257411;0.661000013;0;0;1;0;16262;33.816185;1;0;9.696586377
Hawaii;HI;12;1988;15;7419;0.019948781;0.665000022;0;0;1;0;17815;34.10531235;1;0;9.787796078
Hawaii;HI;12;1989;15;7750;0.019225806;0.783000052;0;0;1;0;19395;34.37185669;1;0;9.87277058
Hawaii;HI;12;1990;15;8066;0.021943962;0.805000007;0;0;1;0;21529;34.87897491;1;0;9.977156142
Hawaii;HI;12;1991;15;8143;0.016578656;0.853000045;0;0;1;0;22171;34.97967529;1;0;10.00654041
Hawaii;HI;12;1992;15;8066;0.015993057;0.83099997;0;0;1;0;22906;35.17717361;1;0;10.03915416
Hawaii;HI;12;1993;15;8074;0.016596483;0.841999948;0;0;1;0;23638;35.34814453;1;0;10.07061087
Hawaii;HI;12;1994;15;7935;0.015374921;0.824999988;0;0;1;0;24090;35.52658081;1;0;10.0895521
Hawaii;HI;12;1995;15;7945;0.016362492;0.799000025;0;0;1;0;24848;35.7653923;1;0;10.12053255
Hawaii;HI;12;1996;15;8030;0.018430885;0.800000012;0;0;1;0;25086;36.07123947;1;0;10.1300652
Hawaii;HI;12;1997;15;7947;0.016484208;0.800000012;0;0;1;1;25598;36.39650726;1;0;10.1502695
Iowa;IA;13;1983;19;19661;0.026143126;NA;0;0;0;0;11218;35.41376877;0;0;9.32527491
Iowa;IA;13;1984;19;20497;0.020490803;NA;0;0;0;0;12460;35.60499954;0;0;9.430278792
Iowa;IA;13;1985;19;20191;0.023475805;0.180000007;0;0;0;0;13042;35.81484604;0;0;9.475930198
Iowa;IA;13;1986;19;20413;0.021603881;0.430000007;0;0;1;0;13688;36.08493423;1;0;9.524274816
Iowa;IA;13;1987;19;20808;0.023596693;0.560000002;1;0;1;0;14511;36.37153244;1;0;9.582662261
Iowa;IA;13;1988;19;21907;0.025425663;0.550000012;1;0;1;0;14882;36.56856537;1;0;9.607907708
Iowa;IA;13;1989;19;22571;0.022772584;0.589999974;1;0;1;0;16058;36.66881943;1;0;9.683962447
Iowa;IA;13;1990;19;22993;0.020223547;0.610000014;1;0;1;0;16885;36.66960144;1;0;9.734180933
Iowa;IA;13;1991;19;23020;0.021198958;0.680000007;1;0;1;0;17304;36.6919632;1;0;9.758692968
Iowa;IA;13;1992;19;23926;0.018264649;0.709999979;1;0;1;0;18368;36.85264969;1;0;9.818365299
Iowa;IA;13;1993;19;25118;0.018273749;0.730000019;1;0;1;0;18461;36.9394455;1;0;9.823415678
Iowa;IA;13;1994;19;25737;0.018572483;0.730000019;1;0;1;0;19964;37.05332565;1;0;9.901685931
Iowa;IA;13;1995;19;25987;0.02027937;0.759999991;1;0;1;0;20412;37.20432281;1;0;9.923878242
